maxD_in,tOff_in,sdD_in,tOn_in
464,278,20.5,0.0006158482110660267
464,278,20.5,0.0011288378916846883
464,278,20.5,0.00206913808111479
464,278,20.5,0.00379269019073225
464,278,20.5,0.0069519279617756054
464,278,20.5,0.012742749857031334
464,278,20.5,0.023357214690901212
464,278,20.5,0.04281332398719392
464,278,20.5,0.07847599703514607
464,278,20.5,0.14384498882876628
464,278,20.5,0.26366508987303583
464,278,20.5,0.4832930238571752
464,278,20.5,0.8858667904100823
464,278,20.5,1.623776739188721
464,278,20.5,2.9763514416313193
464,278,20.5,5.455594781168514
464,278,20.5,10.0
464,278,30.25,0.0001
464,278,30.25,0.00018329807108324357
464,278,30.25,0.0003359818286283781
464,278,30.25,0.0006158482110660267
464,278,30.25,0.0011288378916846883
464,278,30.25,0.00206913808111479
464,278,30.25,0.00379269019073225
464,278,30.25,0.0069519279617756054
464,278,30.25,0.012742749857031334
464,278,30.25,0.023357214690901212
464,278,30.25,0.04281332398719392
464,278,30.25,0.07847599703514607
464,278,30.25,0.14384498882876628
464,278,30.25,0.26366508987303583
464,278,30.25,0.4832930238571752
464,278,30.25,0.8858667904100823
464,278,30.25,1.623776739188721
464,278,30.25,2.9763514416313193
464,278,30.25,5.455594781168514
464,278,30.25,10.0
464,278,40.0,0.0001
464,278,40.0,0.00018329807108324357
464,278,40.0,0.0003359818286283781
464,278,40.0,0.0006158482110660267
464,278,40.0,0.0011288378916846883
464,278,40.0,0.00206913808111479
464,278,40.0,0.00379269019073225
464,278,40.0,0.0069519279617756054
464,278,40.0,0.012742749857031334
464,278,40.0,0.023357214690901212
464,278,40.0,0.04281332398719392
464,278,40.0,0.07847599703514607
464,278,40.0,0.14384498882876628
464,278,40.0,0.26366508987303583
464,278,40.0,0.4832930238571752
464,278,40.0,0.8858667904100823
464,278,40.0,1.623776739188721
464,278,40.0,2.9763514416313193
464,278,40.0,5.455594781168514
464,278,40.0,10.0
464,464,1.0,0.0001
464,464,1.0,0.00018329807108324357
464,464,1.0,0.0003359818286283781
464,464,1.0,0.0006158482110660267
464,464,1.0,0.0011288378916846883
464,464,1.0,0.00206913808111479
464,464,1.0,0.00379269019073225
464,464,1.0,0.0069519279617756054
464,464,1.0,0.012742749857031334
464,464,1.0,0.023357214690901212
464,464,1.0,0.04281332398719392
464,464,1.0,0.07847599703514607
464,464,1.0,0.14384498882876628
464,464,1.0,0.26366508987303583
464,464,1.0,0.4832930238571752
464,464,1.0,0.8858667904100823
464,464,1.0,1.623776739188721
464,464,1.0,2.9763514416313193
464,464,1.0,5.455594781168514
464,464,1.0,10.0
464,464,10.75,0.0001
464,464,10.75,0.00018329807108324357
464,464,10.75,0.0003359818286283781
464,464,10.75,0.0006158482110660267
464,464,10.75,0.0011288378916846883
464,464,10.75,0.00206913808111479
464,464,10.75,0.00379269019073225
464,464,10.75,0.0069519279617756054
464,464,10.75,0.012742749857031334
464,464,10.75,0.023357214690901212
464,464,10.75,0.04281332398719392
464,464,10.75,0.07847599703514607
464,464,10.75,0.14384498882876628
464,464,10.75,0.26366508987303583
464,464,10.75,0.4832930238571752
464,464,10.75,0.8858667904100823
464,464,10.75,1.623776739188721
464,464,10.75,2.9763514416313193
464,464,10.75,5.455594781168514
464,464,10.75,10.0
464,464,20.5,0.0001
464,464,20.5,0.00018329807108324357
464,464,20.5,0.0003359818286283781
464,464,20.5,0.0006158482110660267
464,464,20.5,0.0011288378916846883
464,464,20.5,0.00206913808111479
464,464,20.5,0.00379269019073225
464,464,20.5,0.0069519279617756054
464,464,20.5,0.012742749857031334
464,464,20.5,0.023357214690901212
464,464,20.5,0.04281332398719392
464,464,20.5,0.07847599703514607
464,464,20.5,0.14384498882876628
464,464,20.5,0.26366508987303583
464,464,20.5,0.4832930238571752
464,464,20.5,0.8858667904100823
464,464,20.5,1.623776739188721
464,464,20.5,2.9763514416313193
464,464,20.5,5.455594781168514
464,464,20.5,10.0
464,464,30.25,0.0001
464,464,30.25,0.00018329807108324357
464,464,30.25,0.0003359818286283781
464,464,30.25,0.0006158482110660267
464,464,30.25,0.0011288378916846883
464,464,30.25,0.00206913808111479
464,464,30.25,0.00379269019073225
464,464,30.25,0.0069519279617756054
464,464,30.25,0.012742749857031334
464,464,30.25,0.023357214690901212
464,464,30.25,0.04281332398719392
464,464,30.25,0.07847599703514607
464,464,30.25,0.14384498882876628
464,464,30.25,0.26366508987303583
464,464,30.25,0.4832930238571752
464,464,30.25,0.8858667904100823
464,464,30.25,1.623776739188721
464,464,30.25,2.9763514416313193
464,464,30.25,5.455594781168514
464,464,30.25,10.0
464,464,40.0,0.0001
464,464,40.0,0.00018329807108324357
464,464,40.0,0.0003359818286283781
464,464,40.0,0.0006158482110660267
464,464,40.0,0.0011288378916846883
464,464,40.0,0.00206913808111479
464,464,40.0,0.00379269019073225
464,464,40.0,0.0069519279617756054
464,464,40.0,0.012742749857031334
464,464,40.0,0.023357214690901212
464,464,40.0,0.04281332398719392
464,464,40.0,0.07847599703514607
464,464,40.0,0.14384498882876628
464,464,40.0,0.26366508987303583
464,464,40.0,0.4832930238571752
464,464,40.0,0.8858667904100823
464,464,40.0,1.623776739188721
464,464,40.0,2.9763514416313193
464,464,40.0,5.455594781168514
464,464,40.0,10.0
464,774,1.0,0.0001
464,774,1.0,0.00018329807108324357
464,774,1.0,0.0003359818286283781
464,774,1.0,0.0006158482110660267
464,774,1.0,0.0011288378916846883
464,774,1.0,0.00206913808111479
464,774,1.0,0.00379269019073225
464,774,1.0,0.0069519279617756054
464,774,1.0,0.012742749857031334
464,774,1.0,0.023357214690901212
464,774,1.0,0.04281332398719392
464,774,1.0,0.07847599703514607
464,774,1.0,0.14384498882876628
464,774,1.0,0.26366508987303583
464,774,1.0,0.4832930238571752
464,774,1.0,0.8858667904100823
464,774,1.0,1.623776739188721
464,774,1.0,2.9763514416313193
464,774,1.0,5.455594781168514
464,774,1.0,10.0
464,774,10.75,0.0001
464,774,10.75,0.00018329807108324357
464,774,10.75,0.0003359818286283781
464,774,10.75,0.0006158482110660267
464,774,10.75,0.0011288378916846883
464,774,10.75,0.00206913808111479
464,774,10.75,0.00379269019073225
464,774,10.75,0.0069519279617756054
464,774,10.75,0.012742749857031334
464,774,10.75,0.023357214690901212
464,774,10.75,0.04281332398719392
464,774,10.75,0.07847599703514607
464,774,10.75,0.14384498882876628
464,774,10.75,0.26366508987303583
464,774,10.75,0.4832930238571752
464,774,10.75,0.8858667904100823
464,774,10.75,1.623776739188721
464,774,10.75,2.9763514416313193
464,774,10.75,5.455594781168514
464,774,10.75,10.0
464,774,20.5,0.0001
464,774,20.5,0.00018329807108324357
464,774,20.5,0.0003359818286283781
464,774,20.5,0.0006158482110660267
464,774,20.5,0.0011288378916846883
464,774,20.5,0.00206913808111479
464,774,20.5,0.00379269019073225
464,774,20.5,0.0069519279617756054
464,774,20.5,0.012742749857031334
464,774,20.5,0.023357214690901212
464,774,20.5,0.04281332398719392
464,774,20.5,0.07847599703514607
464,774,20.5,0.14384498882876628
464,774,20.5,0.26366508987303583
464,774,20.5,0.4832930238571752
464,774,20.5,0.8858667904100823
464,774,20.5,1.623776739188721
464,774,20.5,2.9763514416313193
464,774,20.5,5.455594781168514
464,774,20.5,10.0
464,774,30.25,0.0001
464,774,30.25,0.00018329807108324357
464,774,30.25,0.0003359818286283781
464,774,30.25,0.0006158482110660267
464,774,30.25,0.0011288378916846883
464,774,30.25,0.00206913808111479
464,774,30.25,0.00379269019073225
464,774,30.25,0.0069519279617756054
464,774,30.25,0.012742749857031334
464,774,30.25,0.023357214690901212
464,774,30.25,0.04281332398719392
464,774,30.25,0.07847599703514607
464,774,30.25,0.14384498882876628
464,774,30.25,0.26366508987303583
464,774,30.25,0.4832930238571752
464,774,30.25,0.8858667904100823
464,774,30.25,1.623776739188721
464,774,30.25,2.9763514416313193
464,774,30.25,5.455594781168514
464,774,30.25,10.0
464,774,40.0,0.0001
464,774,40.0,0.00018329807108324357
464,774,40.0,0.0003359818286283781
464,774,40.0,0.0006158482110660267
464,774,40.0,0.0011288378916846883
464,774,40.0,0.00206913808111479
464,774,40.0,0.00379269019073225
464,774,40.0,0.0069519279617756054
464,774,40.0,0.012742749857031334
464,774,40.0,0.023357214690901212
464,774,40.0,0.04281332398719392
464,774,40.0,0.07847599703514607
464,774,40.0,0.14384498882876628
464,774,40.0,0.26366508987303583
464,774,40.0,0.4832930238571752
464,774,40.0,0.8858667904100823
464,774,40.0,1.623776739188721
464,774,40.0,2.9763514416313193
464,774,40.0,5.455594781168514
464,774,40.0,10.0
464,1291,1.0,0.0001
464,1291,1.0,0.00018329807108324357
464,1291,1.0,0.0003359818286283781
464,1291,1.0,0.0006158482110660267
464,1291,1.0,0.0011288378916846883
464,1291,1.0,0.00206913808111479
464,1291,1.0,0.00379269019073225
464,1291,1.0,0.0069519279617756054
464,1291,1.0,0.012742749857031334
464,1291,1.0,0.023357214690901212
464,1291,1.0,0.04281332398719392
464,1291,1.0,0.07847599703514607
464,1291,1.0,0.14384498882876628
464,1291,1.0,0.26366508987303583
464,1291,1.0,0.4832930238571752
464,1291,1.0,0.8858667904100823
464,1291,1.0,1.623776739188721
464,1291,1.0,2.9763514416313193
464,1291,1.0,5.455594781168514
464,1291,1.0,10.0
464,1291,10.75,0.0001
464,1291,10.75,0.00018329807108324357
464,1291,10.75,0.0003359818286283781
464,1291,10.75,0.0006158482110660267
464,1291,10.75,0.0011288378916846883
464,1291,10.75,0.00206913808111479
464,1291,10.75,0.00379269019073225
464,1291,10.75,0.0069519279617756054
464,1291,10.75,0.012742749857031334
464,1291,10.75,0.023357214690901212
464,1291,10.75,0.04281332398719392
464,1291,10.75,0.07847599703514607
464,1291,10.75,0.14384498882876628
464,1291,10.75,0.26366508987303583
464,1291,10.75,0.4832930238571752
464,1291,10.75,0.8858667904100823
464,1291,10.75,1.623776739188721
464,1291,10.75,2.9763514416313193
464,1291,10.75,5.455594781168514
464,1291,10.75,10.0
464,1291,20.5,0.0001
464,1291,20.5,0.00018329807108324357
464,1291,20.5,0.0003359818286283781
464,1291,20.5,0.0006158482110660267
464,1291,20.5,0.0011288378916846883
464,1291,20.5,0.00206913808111479
464,1291,20.5,0.00379269019073225
464,1291,20.5,0.0069519279617756054
464,1291,20.5,0.012742749857031334
464,1291,20.5,0.023357214690901212
464,1291,20.5,0.04281332398719392
464,1291,20.5,0.07847599703514607
464,1291,20.5,0.14384498882876628
464,1291,20.5,0.26366508987303583
464,1291,20.5,0.4832930238571752
464,1291,20.5,0.8858667904100823
464,1291,20.5,1.623776739188721
464,1291,20.5,2.9763514416313193
464,1291,20.5,5.455594781168514
464,1291,20.5,10.0
464,1291,30.25,0.0001
464,1291,30.25,0.00018329807108324357
464,1291,30.25,0.0003359818286283781
464,1291,30.25,0.0006158482110660267
464,1291,30.25,0.0011288378916846883
464,1291,30.25,0.00206913808111479
464,1291,30.25,0.00379269019073225
464,1291,30.25,0.0069519279617756054
464,1291,30.25,0.012742749857031334
464,1291,30.25,0.023357214690901212
464,1291,30.25,0.04281332398719392
464,1291,30.25,0.07847599703514607
464,1291,30.25,0.14384498882876628
464,1291,30.25,0.26366508987303583
464,1291,30.25,0.4832930238571752
464,1291,30.25,0.8858667904100823
464,1291,30.25,1.623776739188721
464,1291,30.25,2.9763514416313193
464,1291,30.25,5.455594781168514
464,1291,30.25,10.0
464,1291,40.0,0.0001
464,1291,40.0,0.00018329807108324357
464,1291,40.0,0.0003359818286283781
464,1291,40.0,0.0006158482110660267
464,1291,40.0,0.0011288378916846883
464,1291,40.0,0.00206913808111479
464,1291,40.0,0.00379269019073225
464,1291,40.0,0.0069519279617756054
464,1291,40.0,0.012742749857031334
464,1291,40.0,0.023357214690901212
464,1291,40.0,0.04281332398719392
464,1291,40.0,0.07847599703514607
464,1291,40.0,0.14384498882876628
464,1291,40.0,0.26366508987303583
464,1291,40.0,0.4832930238571752
464,1291,40.0,0.8858667904100823
464,1291,40.0,1.623776739188721
464,1291,40.0,2.9763514416313193
464,1291,40.0,5.455594781168514
464,1291,40.0,10.0
464,2154,1.0,0.0001
464,2154,1.0,0.00018329807108324357
464,2154,1.0,0.0003359818286283781
464,2154,1.0,0.0006158482110660267
464,2154,1.0,0.0011288378916846883
464,2154,1.0,0.00206913808111479
464,2154,1.0,0.00379269019073225
464,2154,1.0,0.0069519279617756054
464,2154,1.0,0.012742749857031334
464,2154,1.0,0.023357214690901212
464,2154,1.0,0.04281332398719392
464,2154,1.0,0.07847599703514607
464,2154,1.0,0.14384498882876628
464,2154,1.0,0.26366508987303583
464,2154,1.0,0.4832930238571752
464,2154,1.0,0.8858667904100823
464,2154,1.0,1.623776739188721
464,2154,1.0,2.9763514416313193
464,2154,1.0,5.455594781168514
464,2154,1.0,10.0
464,2154,10.75,0.0001
464,2154,10.75,0.00018329807108324357
464,2154,10.75,0.0003359818286283781
464,2154,10.75,0.0006158482110660267
464,2154,10.75,0.0011288378916846883
464,2154,10.75,0.00206913808111479
464,2154,10.75,0.00379269019073225
464,2154,10.75,0.0069519279617756054
464,2154,10.75,0.012742749857031334
464,2154,10.75,0.023357214690901212
464,2154,10.75,0.04281332398719392
464,2154,10.75,0.07847599703514607
464,2154,10.75,0.14384498882876628
464,2154,10.75,0.26366508987303583
464,2154,10.75,0.4832930238571752
464,2154,10.75,0.8858667904100823
464,2154,10.75,1.623776739188721
464,2154,10.75,2.9763514416313193
464,2154,10.75,5.455594781168514
464,2154,10.75,10.0
464,2154,20.5,0.0001
464,2154,20.5,0.00018329807108324357
464,2154,20.5,0.0003359818286283781
464,2154,20.5,0.0006158482110660267
464,2154,20.5,0.0011288378916846883
464,2154,20.5,0.00206913808111479
464,2154,20.5,0.00379269019073225
464,2154,20.5,0.0069519279617756054
464,2154,20.5,0.012742749857031334
464,2154,20.5,0.023357214690901212
464,2154,20.5,0.04281332398719392
464,2154,20.5,0.07847599703514607
464,2154,20.5,0.14384498882876628
464,2154,20.5,0.26366508987303583
464,2154,20.5,0.4832930238571752
464,2154,20.5,0.8858667904100823
464,2154,20.5,1.623776739188721
464,2154,20.5,2.9763514416313193
464,2154,20.5,5.455594781168514
464,2154,20.5,10.0
464,2154,30.25,0.0001
464,2154,30.25,0.00018329807108324357
464,2154,30.25,0.0003359818286283781
464,2154,30.25,0.0006158482110660267
464,2154,30.25,0.0011288378916846883
464,2154,30.25,0.00206913808111479
464,2154,30.25,0.00379269019073225
464,2154,30.25,0.0069519279617756054
464,2154,30.25,0.012742749857031334
464,2154,30.25,0.023357214690901212
464,2154,30.25,0.04281332398719392
464,2154,30.25,0.07847599703514607
464,2154,30.25,0.14384498882876628
464,2154,30.25,0.26366508987303583
464,2154,30.25,0.4832930238571752
464,2154,30.25,0.8858667904100823
464,2154,30.25,1.623776739188721
464,2154,30.25,2.9763514416313193
464,2154,30.25,5.455594781168514
464,2154,30.25,10.0
464,2154,40.0,0.0001
464,2154,40.0,0.00018329807108324357
464,2154,40.0,0.0003359818286283781
464,2154,40.0,0.0006158482110660267
464,2154,40.0,0.0011288378916846883
464,2154,40.0,0.00206913808111479
464,2154,40.0,0.00379269019073225
464,2154,40.0,0.0069519279617756054
464,2154,40.0,0.012742749857031334
464,2154,40.0,0.023357214690901212
464,2154,40.0,0.04281332398719392
464,2154,40.0,0.07847599703514607
464,2154,40.0,0.14384498882876628
464,2154,40.0,0.26366508987303583
464,2154,40.0,0.4832930238571752
464,2154,40.0,0.8858667904100823
464,2154,40.0,1.623776739188721
464,2154,40.0,2.9763514416313193
464,2154,40.0,5.455594781168514
464,2154,40.0,10.0
464,3593,1.0,0.0001
464,3593,1.0,0.00018329807108324357
464,3593,1.0,0.0003359818286283781
464,3593,1.0,0.0006158482110660267
464,3593,1.0,0.0011288378916846883
464,3593,1.0,0.00206913808111479
464,3593,1.0,0.00379269019073225
464,3593,1.0,0.0069519279617756054
464,3593,1.0,0.012742749857031334
464,3593,1.0,0.023357214690901212
464,3593,1.0,0.04281332398719392
464,3593,1.0,0.07847599703514607
464,3593,1.0,0.14384498882876628
464,3593,1.0,0.26366508987303583
464,3593,1.0,0.4832930238571752
464,3593,1.0,0.8858667904100823
464,3593,1.0,1.623776739188721
464,3593,1.0,2.9763514416313193
464,3593,1.0,5.455594781168514
464,3593,1.0,10.0
464,3593,10.75,0.0001
464,3593,10.75,0.00018329807108324357
464,3593,10.75,0.0003359818286283781
464,3593,10.75,0.0006158482110660267
464,3593,10.75,0.0011288378916846883
464,3593,10.75,0.00206913808111479
464,3593,10.75,0.00379269019073225
464,3593,10.75,0.0069519279617756054
464,3593,10.75,0.012742749857031334
464,3593,10.75,0.023357214690901212
464,3593,10.75,0.04281332398719392
464,3593,10.75,0.07847599703514607
464,3593,10.75,0.14384498882876628
464,3593,10.75,0.26366508987303583
464,3593,10.75,0.4832930238571752
464,3593,10.75,0.8858667904100823
464,3593,10.75,1.623776739188721
464,3593,10.75,2.9763514416313193
464,3593,10.75,5.455594781168514
464,3593,10.75,10.0
464,3593,20.5,0.0001
464,3593,20.5,0.00018329807108324357
464,3593,20.5,0.0003359818286283781
464,3593,20.5,0.0006158482110660267
464,3593,20.5,0.0011288378916846883
464,3593,20.5,0.00206913808111479
464,3593,20.5,0.00379269019073225
464,3593,20.5,0.0069519279617756054
464,3593,20.5,0.012742749857031334
464,3593,20.5,0.023357214690901212
464,3593,20.5,0.04281332398719392
464,3593,20.5,0.07847599703514607
464,3593,20.5,0.14384498882876628
464,3593,20.5,0.26366508987303583
464,3593,20.5,0.4832930238571752
464,3593,20.5,0.8858667904100823
464,3593,20.5,1.623776739188721
464,3593,20.5,2.9763514416313193
464,3593,20.5,5.455594781168514
464,3593,20.5,10.0
464,3593,30.25,0.0001
464,3593,30.25,0.00018329807108324357
464,3593,30.25,0.0003359818286283781
464,3593,30.25,0.0006158482110660267
464,3593,30.25,0.0011288378916846883
464,3593,30.25,0.00206913808111479
464,3593,30.25,0.00379269019073225
464,3593,30.25,0.0069519279617756054
464,3593,30.25,0.012742749857031334
464,3593,30.25,0.023357214690901212
464,3593,30.25,0.04281332398719392
464,3593,30.25,0.07847599703514607
464,3593,30.25,0.14384498882876628
464,3593,30.25,0.26366508987303583
464,3593,30.25,0.4832930238571752
464,3593,30.25,0.8858667904100823
464,3593,30.25,1.623776739188721
464,3593,30.25,2.9763514416313193
464,3593,30.25,5.455594781168514
464,3593,30.25,10.0
464,3593,40.0,0.0001
464,3593,40.0,0.00018329807108324357
464,3593,40.0,0.0003359818286283781
464,3593,40.0,0.0006158482110660267
464,3593,40.0,0.0011288378916846883
464,3593,40.0,0.00206913808111479
464,3593,40.0,0.00379269019073225
464,3593,40.0,0.0069519279617756054
464,3593,40.0,0.012742749857031334
464,3593,40.0,0.023357214690901212
464,3593,40.0,0.04281332398719392
464,3593,40.0,0.07847599703514607
464,3593,40.0,0.14384498882876628
464,3593,40.0,0.26366508987303583
464,3593,40.0,0.4832930238571752
464,3593,40.0,0.8858667904100823
464,3593,40.0,1.623776739188721
464,3593,40.0,2.9763514416313193
464,3593,40.0,5.455594781168514
464,3593,40.0,10.0
464,5994,1.0,0.0001
464,5994,1.0,0.00018329807108324357
464,5994,1.0,0.0003359818286283781
464,5994,1.0,0.0006158482110660267
464,5994,1.0,0.0011288378916846883
464,5994,1.0,0.00206913808111479
464,5994,1.0,0.00379269019073225
464,5994,1.0,0.0069519279617756054
464,5994,1.0,0.012742749857031334
464,5994,1.0,0.023357214690901212
464,5994,1.0,0.04281332398719392
464,5994,1.0,0.07847599703514607
464,5994,1.0,0.14384498882876628
464,5994,1.0,0.26366508987303583
464,5994,1.0,0.4832930238571752
464,5994,1.0,0.8858667904100823
464,5994,1.0,1.623776739188721
464,5994,1.0,2.9763514416313193
464,5994,1.0,5.455594781168514
464,5994,1.0,10.0
464,5994,10.75,0.0001
464,5994,10.75,0.00018329807108324357
464,5994,10.75,0.0003359818286283781
464,5994,10.75,0.0006158482110660267
464,5994,10.75,0.0011288378916846883
464,5994,10.75,0.00206913808111479
464,5994,10.75,0.00379269019073225
464,5994,10.75,0.0069519279617756054
464,5994,10.75,0.012742749857031334
464,5994,10.75,0.023357214690901212
464,5994,10.75,0.04281332398719392
464,5994,10.75,0.07847599703514607
464,5994,10.75,0.14384498882876628
464,5994,10.75,0.26366508987303583
464,5994,10.75,0.4832930238571752
464,5994,10.75,0.8858667904100823
464,5994,10.75,1.623776739188721
464,5994,10.75,2.9763514416313193
464,5994,10.75,5.455594781168514
464,5994,10.75,10.0
464,5994,20.5,0.0001
464,5994,20.5,0.00018329807108324357
464,5994,20.5,0.0003359818286283781
464,5994,20.5,0.0006158482110660267
464,5994,20.5,0.0011288378916846883
464,5994,20.5,0.00206913808111479
464,5994,20.5,0.00379269019073225
464,5994,20.5,0.0069519279617756054
464,5994,20.5,0.012742749857031334
464,5994,20.5,0.023357214690901212
464,5994,20.5,0.04281332398719392
464,5994,20.5,0.07847599703514607
464,5994,20.5,0.14384498882876628
464,5994,20.5,0.26366508987303583
464,5994,20.5,0.4832930238571752
464,5994,20.5,0.8858667904100823
464,5994,20.5,1.623776739188721
464,5994,20.5,2.9763514416313193
464,5994,20.5,5.455594781168514
464,5994,20.5,10.0
464,5994,30.25,0.0001
464,5994,30.25,0.00018329807108324357
464,5994,30.25,0.0003359818286283781
464,5994,30.25,0.0006158482110660267
464,5994,30.25,0.0011288378916846883
464,5994,30.25,0.00206913808111479
464,5994,30.25,0.00379269019073225
464,5994,30.25,0.0069519279617756054
464,5994,30.25,0.012742749857031334
464,5994,30.25,0.023357214690901212
464,5994,30.25,0.04281332398719392
464,5994,30.25,0.07847599703514607
464,5994,30.25,0.14384498882876628
464,5994,30.25,0.26366508987303583
464,5994,30.25,0.4832930238571752
464,5994,30.25,0.8858667904100823
464,5994,30.25,1.623776739188721
464,5994,30.25,2.9763514416313193
464,5994,30.25,5.455594781168514
464,5994,30.25,10.0
464,5994,40.0,0.0001
464,5994,40.0,0.00018329807108324357
464,5994,40.0,0.0003359818286283781
464,5994,40.0,0.0006158482110660267
464,5994,40.0,0.0011288378916846883
464,5994,40.0,0.00206913808111479
464,5994,40.0,0.00379269019073225
464,5994,40.0,0.0069519279617756054
464,5994,40.0,0.012742749857031334
464,5994,40.0,0.023357214690901212
464,5994,40.0,0.04281332398719392
464,5994,40.0,0.07847599703514607
464,5994,40.0,0.14384498882876628
464,5994,40.0,0.26366508987303583
464,5994,40.0,0.4832930238571752
464,5994,40.0,0.8858667904100823
464,5994,40.0,1.623776739188721
464,5994,40.0,2.9763514416313193
464,5994,40.0,5.455594781168514
464,5994,40.0,10.0
464,10000,1.0,0.0001
464,10000,1.0,0.00018329807108324357
464,10000,1.0,0.0003359818286283781
464,10000,1.0,0.0006158482110660267
464,10000,1.0,0.0011288378916846883
464,10000,1.0,0.00206913808111479
464,10000,1.0,0.00379269019073225
464,10000,1.0,0.0069519279617756054
464,10000,1.0,0.012742749857031334
464,10000,1.0,0.023357214690901212
464,10000,1.0,0.04281332398719392
464,10000,1.0,0.07847599703514607
464,10000,1.0,0.14384498882876628
464,10000,1.0,0.26366508987303583
464,10000,1.0,0.4832930238571752
464,10000,1.0,0.8858667904100823
464,10000,1.0,1.623776739188721
464,10000,1.0,2.9763514416313193
464,10000,1.0,5.455594781168514
464,10000,1.0,10.0
464,10000,10.75,0.0001
464,10000,10.75,0.00018329807108324357
464,10000,10.75,0.0003359818286283781
464,10000,10.75,0.0006158482110660267
464,10000,10.75,0.0011288378916846883
464,10000,10.75,0.00206913808111479
464,10000,10.75,0.00379269019073225
464,10000,10.75,0.0069519279617756054
464,10000,10.75,0.012742749857031334
464,10000,10.75,0.023357214690901212
464,10000,10.75,0.04281332398719392
464,10000,10.75,0.07847599703514607
464,10000,10.75,0.14384498882876628
464,10000,10.75,0.26366508987303583
464,10000,10.75,0.4832930238571752
464,10000,10.75,0.8858667904100823
464,10000,10.75,1.623776739188721
464,10000,10.75,2.9763514416313193
464,10000,10.75,5.455594781168514
464,10000,10.75,10.0
464,10000,20.5,0.0001
464,10000,20.5,0.00018329807108324357
464,10000,20.5,0.0003359818286283781
464,10000,20.5,0.0006158482110660267
464,10000,20.5,0.0011288378916846883
464,10000,20.5,0.00206913808111479
464,10000,20.5,0.00379269019073225
464,10000,20.5,0.0069519279617756054
464,10000,20.5,0.012742749857031334
464,10000,20.5,0.023357214690901212
464,10000,20.5,0.04281332398719392
464,10000,20.5,0.07847599703514607
464,10000,20.5,0.14384498882876628
464,10000,20.5,0.26366508987303583
464,10000,20.5,0.4832930238571752
464,10000,20.5,0.8858667904100823
464,10000,20.5,1.623776739188721
464,10000,20.5,2.9763514416313193
464,10000,20.5,5.455594781168514
464,10000,20.5,10.0
464,10000,30.25,0.0001
464,10000,30.25,0.00018329807108324357
464,10000,30.25,0.0003359818286283781
464,10000,30.25,0.0006158482110660267
464,10000,30.25,0.0011288378916846883
464,10000,30.25,0.00206913808111479
464,10000,30.25,0.00379269019073225
464,10000,30.25,0.0069519279617756054
464,10000,30.25,0.012742749857031334
464,10000,30.25,0.023357214690901212
464,10000,30.25,0.04281332398719392
464,10000,30.25,0.07847599703514607
464,10000,30.25,0.14384498882876628
464,10000,30.25,0.26366508987303583
464,10000,30.25,0.4832930238571752
464,10000,30.25,0.8858667904100823
464,10000,30.25,1.623776739188721
464,10000,30.25,2.9763514416313193
464,10000,30.25,5.455594781168514
464,10000,30.25,10.0
464,10000,40.0,0.0001
464,10000,40.0,0.00018329807108324357
464,10000,40.0,0.0003359818286283781
464,10000,40.0,0.0006158482110660267
464,10000,40.0,0.0011288378916846883
464,10000,40.0,0.00206913808111479
464,10000,40.0,0.00379269019073225
464,10000,40.0,0.0069519279617756054
464,10000,40.0,0.012742749857031334
464,10000,40.0,0.023357214690901212
464,10000,40.0,0.04281332398719392
464,10000,40.0,0.07847599703514607
464,10000,40.0,0.14384498882876628
464,10000,40.0,0.26366508987303583
464,10000,40.0,0.4832930238571752
464,10000,40.0,0.8858667904100823
464,10000,40.0,1.623776739188721
464,10000,40.0,2.9763514416313193
464,10000,40.0,5.455594781168514
464,10000,40.0,10.0
1000,100,1.0,0.0001
1000,100,1.0,0.00018329807108324357
1000,100,1.0,0.0003359818286283781
1000,100,1.0,0.0006158482110660267
1000,100,1.0,0.0011288378916846883
1000,100,1.0,0.00206913808111479
1000,100,1.0,0.00379269019073225
1000,100,1.0,0.0069519279617756054
1000,100,1.0,0.012742749857031334
1000,100,1.0,0.023357214690901212
1000,100,1.0,0.04281332398719392
1000,100,1.0,0.07847599703514607
1000,100,1.0,0.14384498882876628
1000,100,1.0,0.26366508987303583
1000,100,1.0,0.4832930238571752
1000,100,1.0,0.8858667904100823
1000,100,1.0,1.623776739188721
1000,100,1.0,2.9763514416313193
1000,100,1.0,5.455594781168514
1000,100,1.0,10.0
1000,100,10.75,0.0001
1000,100,10.75,0.00018329807108324357
1000,100,10.75,0.0003359818286283781
1000,100,10.75,0.0006158482110660267
1000,100,10.75,0.0011288378916846883
1000,100,10.75,0.00206913808111479
1000,100,10.75,0.00379269019073225
1000,100,10.75,0.0069519279617756054
1000,100,10.75,0.012742749857031334
1000,100,10.75,0.023357214690901212
1000,100,10.75,0.04281332398719392
1000,100,10.75,0.07847599703514607
1000,100,10.75,0.14384498882876628
1000,100,10.75,0.26366508987303583
1000,100,10.75,0.4832930238571752
1000,100,10.75,0.8858667904100823
1000,100,10.75,1.623776739188721
1000,100,10.75,2.9763514416313193
1000,100,10.75,5.455594781168514
1000,100,10.75,10.0
1000,100,20.5,0.0001
1000,100,20.5,0.00018329807108324357
1000,100,20.5,0.0003359818286283781
1000,100,20.5,0.0006158482110660267
1000,100,20.5,0.0011288378916846883
1000,100,20.5,0.00206913808111479
